ID,Register,IDLEGAL,NOMBRE,APELLIDO,GENERO,NACIMIENTO,STATUS,Parent
28640,03/21/2014,5245772925,MARTHA ,MOTA,0,08/10/1942,1,22449
28641,03/21/2014,3610897862,MARY NUBIA,BOHORQUEZ RUIZ,0,03/15/1968,1,4102
28642,03/21/2014,6803342671,MARIA ESNEDA DEL PILAR,MUÑOZ LARA ,2,02/28/1989,1,19341
28643,03/21/2014,8106969482,FREDY ,PIÑEROS,0,01/23/1985,1,7884
28644,03/21/2014,8491534524,MICHAEL ANDRES,NIÑO,0,12/27/1988,2,27588
28645,03/21/2014,1633037588,ALEJANDRO,GONZALEZ,1,04/07/1948,1,7696
28646,03/21/2014,7955262967,CAMILO ,FAJARDO ROZO,0,08/15/1986,1,19780
28647,03/21/2014,4184475661,SANDRA ,NAVAS,2,06/15/1965,1,6996
28648,03/21/2014,3877376852,ANA YOLIMA ,MONTENEGRO,0,07/12/1975,1,14395
28649,03/21/2014,5867368326, WILMAN,MEJIA,0,02/03/1972,1,17559
28650,03/21/2014,3326716948,ARTURO,SANCHEZ,0,08/23/1980,1,64
28651,03/21/2014,5797808141,JAIRO,BONILLA,0,08/07/1947,1,12100
28652,03/21/2014,6133475037,JUAN CAMILO,MORENO,0,08/30/1974,1,6205
28653,03/21/2014,959108932,JENNY MARISELA,FONSECA,0,08/26/1965,1,11364
28654,03/21/2014,5676841649,EDWIN ,GOYES,0,03/11/1963,1,14209
28655,03/21/2014,7719549889,HENRY ,CARO ,0,01/17/1995,1,17507
28656,03/21/2014,5549813831,JOSE ,MONTES,0,10/17/1992,1,11576
28657,03/21/2014,8637326873,MARLEN ,TELLEZ,0,07/30/1946,1,1165
28658,03/21/2014,6884265785,MARIA EMILIA,MORENO,1,01/25/1941,1,8353
28659,03/21/2014,6000025017,CLAUDIA ,RODRIGUEZ,0,01/13/1993,1,9765
28660,03/22/2014,2172551452,DAISY ,VARGAS,0,10/14/1970,1,27779
28661,03/22/2014,8452341481,JAVIER ,GOMEZ,0,06/17/1964,1,2992
28662,03/22/2014,9151397062,MARIA ,BENAVIDES ,0,12/09/1975,1,14110
28663,03/22/2014,193864057,HUGO,ROJAS,0,01/20/1960,1,6383
28664,03/22/2014,1574116611,YERSON ,GARAVITO,0,02/09/1956,1,16239
28665,03/22/2014,2293047627,CESAR ,MIGUEZ,0,04/18/1991,1,3030
28666,03/22/2014,6260777029,CARLOS ,RAMOS,0,04/25/1960,1,791
28667,03/22/2014,65511494,GUILLERMO ,CASTRO ,0,01/07/1984,1,14410
28668,03/22/2014,5788345508,JOSE,LOPEZ,0,07/25/1968,1,17439
28669,03/22/2014,5868266319,FABIAN ,VEGA,0,10/07/1942,1,28243
28670,03/22/2014,6871657710,BERTHA ,LUCIA JIMENEZ,0,09/14/1969,1,6634
28671,03/22/2014,8978089833,CARLOS FERNANDO ,SIERRA ,1,01/25/1995,1,23196
28672,03/22/2014,3248874581,OSCAR ,SANCHEZ,0,05/03/1946,1,14945
28673,03/22/2014,9908270788,DAIRO ALEJANDRO ,RUIZ TAPIA,1,07/07/1975,1,28020
28674,03/22/2014,3488111390,FRANCISCO ,JAVIER GALVIS,0,04/25/1940,1,26735
28675,03/22/2014,4208230848,CRISTIAN ,GONZALEZ,1,01/27/1981,1,9249
28676,03/23/2014,7892649280,CARLOS ,SAINEA,0,12/09/1962,1,818
28677,03/23/2014,43110760,ALEXIS,LEON VALERO,1,07/28/1987,1,27466
28678,03/23/2014,574505689,LINA ,JIMENEZ ,0,05/05/1955,1,14679
28679,03/23/2014,2305591741,MARCELA ,CARVAJAL,0,11/02/1975,1,10439
28680,03/23/2014,6575992248,NELSON,MOLANO,0,04/11/1975,1,5701
28681,03/23/2014,7723850597,ROBINSON SEBASTIAN ,ESCOBAR,0,11/23/1962,2,21249
28682,03/23/2014,6487081185,SERGIO ,ACERO,0,09/30/1986,1,15653
28683,03/23/2014,4741709168,NELLY CONSUELO,VEGA,0,02/17/1946,1,5111
28684,03/23/2014,1768330183,CRISTIAN ,ALARCON,1,02/08/1961,1,304
28685,03/23/2014,4746953585,JANETH ,CARRANZA HERNANDES,0,10/18/1956,1,21807
28686,03/23/2014,7572597013,NELLY,VELANDIA,2,01/28/1983,1,26086
28687,03/23/2014,1481188316,MANUEL ,ALVARES,0,04/17/1945,1,26478
28688,03/23/2014,6256879048,CATALINA ,SANTA MARIA,0,04/26/1969,1,26167
28689,03/23/2014,9573437822,LINA ,ARDILA,0,08/09/1972,1,27300
28690,03/23/2014,5558203337,LAURA ,ALBA,0,07/14/1975,1,1653
28691,03/23/2014,7041271579,GERMAN,ARIEL REY,0,09/19/1987,1,3168
28692,03/23/2014,9031016844,MANUEL,BOHORQUEZ,0,01/15/1965,1,12423
28693,03/23/2014,4658969775,BRAYAN HUMBERTO,MARTINEZ,0,08/10/1987,1,5438
28694,03/23/2014,677319890,YESIKA ,JIMENEZ,0,07/02/1984,1,13259
28695,03/23/2014,2716468832,JHON ARLEY ,PARRA ARENAS,1,02/06/1994,1,2780
28696,03/24/2014,1053404881,OSCAR ,URREGO,0,10/19/1977,1,23757
28697,03/24/2014,696364796,MICHAEL ANDRES ,CORDOBA,0,03/20/1942,1,21792
28698,03/24/2014,9566092807,EDUARD ,FAGUA ,2,02/15/1971,1,18769
28699,03/24/2014,2814825265,DAVID,BARRETO,0,12/18/1971,1,20575
28700,03/24/2014,772658460,DICKSON ,SOLER,0,05/22/1973,1,25159
28701,03/24/2014,2842920424,ALEJANDRA,GONZALEZ,2,10/12/1973,1,20862
28702,03/24/2014,1176726107,LUIS ,AVILA,0,12/31/1962,2,4840
28703,03/24/2014,8202774074,ALVARO ,GARCIA,0,02/18/1960,1,26014
28704,03/24/2014,1128733408,GABRIEL ,MELO,0,10/22/1983,1,3704
28705,03/24/2014,6153190517,VICTOR ,JOSE,0,02/25/1993,1,16228
28706,03/24/2014,2827677372,HAWER ,MARQUEZ,0,08/02/1981,1,16115
28707,03/24/2014,3913296949,LEONARDO,DELGADILLO,0,09/04/1981,1,161
28708,03/24/2014,9272485034,DARIO,BARRETO,0,09/11/1971,1,2792
28709,03/24/2014,3581136469,ESTEBAN ,GARCIA ROSAS,0,08/20/1979,1,21100
28710,03/24/2014,6535891913,CARLOS,RIVERA,1,10/13/1961,1,17528
28711,03/24/2014,4710684094,OMAR ANTONIO ,NUNPAQUE,0,05/06/1960,1,19250
28712,03/24/2014,9975452187,CAROL ,BUSTAMANTE,0,07/22/1985,1,11664
28713,03/24/2014,4413201275,JHON ,MORENO,0,12/25/1956,1,17161
28714,03/24/2014,732108831,TULIO ,ALVARES,0,07/30/1995,1,25171
28715,03/24/2014,1302568245,JUAN ,FIGUEROA ,0,04/13/1941,1,8159
28716,03/24/2014,4831995625,VICTOR,MELGAREJO,0,10/08/1987,1,12104
28717,03/24/2014,289378384,HUGO URBANO,GARCIA,0,08/15/1954,1,16012
28718,03/24/2014,9036068047,OSCAR ,AGUDELO,0,11/30/1988,1,15883
28719,03/24/2014,3085028670,SANDRA ,ALBARRACIN,2,03/04/1945,1,5544
28720,03/25/2014,8525235673,JORGE ,OTALORA LUNA,0,09/16/1996,1,16384
28721,03/25/2014,3158208682,FRANCY ,CHURQUE,0,07/23/1944,1,6665
28722,03/25/2014,251359042,LUIS EDUARDO ,NUMPAQUE ,0,01/11/1982,1,3198
28723,03/25/2014,5229873181,FERNANDO ,PATIÑO,0,09/12/1978,1,15223
28724,03/25/2014,7569479317,JORGE ,ROJAS ,0,10/31/1987,1,3157
28725,03/25/2014,6141658904,JULIO ,MOLINA,0,06/25/1945,2,5321
28726,03/25/2014,5198293595,JORGE ELIECER,MORENO,0,01/16/1992,1,20145
28727,03/25/2014,3256569839,ANGELA ,SERRANO,0,11/30/1983,1,165
28728,03/25/2014,1636850574,JENNY ,VARGAS,0,06/08/1996,1,20003
28729,03/25/2014,9377642834,LEONARDO ,SANTANA,0,09/05/1981,1,27136
28730,03/25/2014,7402753351,FABIAN ,MARTINEZ,0,11/03/1984,1,10095
28731,03/26/2014,7441456319,JUAN ,CARLOS ACUÑA,0,03/05/1942,1,16035
28732,03/26/2014,4758417221,VICTOR HERNAN,MENDEZ,0,08/10/1975,1,19252
28733,03/26/2014,1974223243,GABRIEL ,ALEXANDER JOJOA ,0,06/15/1950,1,23739
28734,03/26/2014,473743150,LORENA CRISTINA ,URIBE,2,07/02/1966,1,532
28735,03/26/2014,7532750204,HILDA,CARO,0,10/04/1946,1,1767
28736,03/26/2014,9372743665,NORIDA ,LOPEZ MEDINA,0,10/26/1942,1,19196
28737,03/26/2014,2632340343,ALFONSO ,SANCHEZ,0,09/20/1948,1,28174
28738,03/26/2014,8992892940,ANDRES CAMILO,DURAN,2,06/23/1956,1,4989
28739,03/26/2014,7099653356,AUGUSTO ,CELY,0,12/14/1962,1,12371
28740,03/26/2014,4846728734,HUGO URBANO,SANCHEZ,1,06/25/1970,1,13292
28741,03/26/2014,5315141050,MARISOL ,FELIPE SILVA,0,10/30/1957,1,6610
28742,03/26/2014,7328143626,OMAR ,DAZA,0,10/27/1986,2,17340
28743,03/26/2014,8887831086,ANIBAL ,SEGURA,2,02/17/1983,1,23734
28744,03/26/2014,7874481311,ROBERTO ,MUNOZ,0,08/29/1977,1,18132
28745,03/26/2014,3617924683,JONATHAN ,ALVARES,0,03/29/1953,1,26660
28746,03/26/2014,8477975797,ALEXANDER ,VELOZA RODRIGUEZ,1,04/10/1965,1,20478
28747,03/26/2014,9183808189,ZIOMY,HERNANDEZ ,0,04/19/1980,2,14168
28748,03/26/2014,1928139740,CARLOS,AVILA,0,12/07/1994,1,8633
28749,03/26/2014,7451159836,PEDRO ,HERNANDEZ,1,07/27/1954,1,21597
28750,03/26/2014,3583338313,ANDREA ,GUTIERREZ,0,02/28/1996,1,6513
28751,03/26/2014,2839420371,CAMILO,CALDERON ,0,05/10/1975,1,6324
28752,03/27/2014,6024992351,ADRIANA ,RODRIGUEZ,0,04/01/1944,1,12409
28753,03/27/2014,4520593240,LIZETH FERNANDA ,CUERVO CRUZ,2,05/23/1981,1,23509
28754,03/27/2014,5770675727,AIDE ,SOTELO,2,11/12/1982,1,16350
28755,03/27/2014,5971847280,YUDI ROSARIO,ZAMBRANO GARCIA,2,06/01/1965,1,9150
28756,03/27/2014,7834357374,HERNANDO ,TORRES,0,06/17/1961,1,5811
28757,03/27/2014,511186459,CARLOS ,CASALLAS,0,12/27/1949,1,5570
28758,03/27/2014,2570548373,LUIS CARLOS ,MEDINA TARAZONA ,1,03/22/1968,1,14023
28759,03/27/2014,2633701178,NAHIR ,FLORES,0,01/17/1972,1,4764
28760,03/27/2014,5348002770,JUAN ,MARTINEZ,0,11/20/1949,1,25810
28761,03/27/2014,5916596047,DIEGO,PINZON,0,08/16/1969,2,26358
28762,03/27/2014,7419400698,MARIA SONIA ,ACUÑA,2,06/02/1981,1,12244
28763,03/27/2014,2898292131,EUCLIDES ,PARDO,0,03/05/1977,1,13494
28764,03/27/2014,5184761974,EDELMIRA ,ARANGUREN DE MUÑOZ,2,08/08/1942,1,12639
28765,03/27/2014,4317025720,MARIA CRISTINA,AVILA FONSECA,0,11/15/1981,1,13986
28766,03/27/2014,9865060406,GREGORIO,JOYA,1,09/20/1983,1,15829
28767,03/27/2014,2809071107,CLORINDA,ZEA DE MORALES,2,11/09/1980,1,15154
28768,03/27/2014,9002217323,FELIPE,GUTIERREZ,0,07/01/1957,1,8710
28769,03/27/2014,8949917258,CIELO ,VARGAS,0,11/25/1984,1,10326
28770,03/27/2014,5341275613,ALMACEN ,FRENIMUELLES,0,03/22/1990,1,16005
28771,03/28/2014,3460432474,ELIDA,CALA GOMEZ,2,10/01/1946,1,19686
28772,03/28/2014,2180245285,FELIPE,MONTOYA,1,07/12/1988,1,9777
28773,03/28/2014,7495557849,LINA PAOLA,SUAREZ,0,06/16/1990,2,15246
28774,03/28/2014,8127797098,DIEGO,QUIROZ,1,12/06/1978,1,23084
28775,03/28/2014,9682154137,NESTOR,MORENO,1,03/14/1997,1,9154
28776,03/28/2014,7523252402,JENNY PAOLA,TOLOZA,0,08/20/1959,1,3553
28777,03/28/2014,4902003371,LEONARDO ,MAYORDOMO,0,07/17/1950,1,2015
28778,03/28/2014,7110772223,HERNANDO ,GONZALEZ,0,10/27/1957,1,546
28779,03/28/2014,5323203058,JULIAN ,MORENO,0,09/27/1972,1,10709
28780,03/28/2014,7180082340,EDGAR HOLGUIN ,MEDINA,1,06/11/1968,1,2258
28781,03/28/2014,5151097212,CARLOS ,SIERRA,0,12/08/1970,1,3583
28782,03/28/2014,3683373450,GUSTAVO ,SALCEDO,0,04/21/1995,1,9699
28783,03/28/2014,1728635124,JULIO CESAR ,TORRES,0,03/28/1954,1,19392
28784,03/28/2014,8883442698,ROCIBELL ,TORRES GARCIA,0,12/21/1966,1,27982
28785,03/28/2014,2927121463,KATERIN ,GONZALEZ,0,12/09/1947,1,2790
28786,03/28/2014,4167946655,YUDY ALEXANDRA ,CAMACHO,0,11/24/1957,1,7913
28787,03/28/2014,7000346106,HENRRY ,ANDRADE,0,12/23/1961,1,25049
28788,03/28/2014,2655200151,CLARA CECILIA ,CARVAJAL BARRERA,2,03/31/1961,1,23569
28789,03/28/2014,8745694348,GIOVANNI ,MONROY,0,12/05/1984,1,9159
28790,03/28/2014,3067990915,ALEXANDER,SAINEA,0,02/25/1986,1,15029
28791,03/28/2014,9311436500,RICARDO,PARDO RIAÑO,1,10/21/1974,1,19607
28792,03/29/2014,7766461285,JOSE ,MARTINEZ,0,10/05/1990,1,3513
28793,03/29/2014,7083750429,GLADYS,VARGAS AVELLADENA,2,03/10/1946,1,22384
28794,03/29/2014,5370256264,ITAMAR,RUIZ,1,02/01/1960,2,23981
28795,03/29/2014,2842986452,HIPOLITO ,MOYANO,0,09/23/1971,1,3685
28796,03/29/2014,5345242081,GERMAN ,MUÑOZ,0,03/12/1968,1,27030
28797,03/29/2014,8137036724,SAMUEL ,SIERRA UMAÑA ,0,12/01/1985,1,3079
28798,03/29/2014,3234733673,REYNALDO ,MEJIA,0,09/07/1963,1,18678
28799,03/29/2014,7625132251,LUIS ,ANDRADE OYOLA,0,10/23/1977,1,9075
28800,03/29/2014,4406426827,CARLOS ,ANDRES ACOSTA,0,07/29/1947,1,16882
28801,03/29/2014,9582114349,JAIRO,MARTINEZ,0,01/11/1973,1,9032
28802,03/29/2014,6005214053,GLADYS,CARO,0,05/20/1992,1,13298
28803,03/29/2014,996091721,JAIDY,CAUSINY,2,01/27/1996,1,18490
28804,03/29/2014,8329890153,LILIANA ,ROJAS,0,08/29/1992,1,16774
28805,03/29/2014,8649040408,ALVARO ,PINZON,0,06/01/1978,1,4638
28806,03/29/2014,3181521479,IVAN DAVID ,URTADO VILLAMIL,0,03/07/1969,1,10374
28807,03/30/2014,6222109551,XIOMARA ,CASTIBLANCO,0,10/21/1996,1,8235
28808,03/30/2014,4006665932,FABIAN ,CASTRO,0,11/30/1969,1,15181
28809,03/30/2014,2017700233,LEONARDO,CORBA BARRETO,1,09/12/1949,1,27652
28810,03/30/2014,2227741053,MG ,CORREDOR,0,01/06/1989,1,15796
28811,03/30/2014,5478888942,MARIELA,GONZALEZ,0,04/09/1985,1,15745
28812,03/30/2014,7156601007,MARLENY,UNRIZA,2,04/06/1964,1,18128
28813,03/30/2014,5529486398,RAQUEL ,GOMEZ TORRES,1,04/18/1995,1,15593
28814,03/30/2014,4373906733,GUSTAVO ,BOTINA,0,09/24/1955,1,18162
28815,03/30/2014,1156528151,CANDIDO ,TORRES VELANDIA ,1,04/08/1945,1,3339
28816,03/30/2014,3389312237,ALVARO ,CAMPOS,0,02/26/1952,1,25883
28817,03/30/2014,4156489432,MAURICIO ,CIFUENTES,0,06/26/1956,1,16036
28818,03/30/2014,8391189830,JAVIER ,MANRIQUE,0,11/17/1950,1,28463
28819,03/30/2014,6875120903,ENRIQUE ,TELLEZ,0,12/19/1956,1,18929
28820,03/30/2014,3328413932,MARLEN ,RINCON,0,04/07/1993,1,25337
28821,03/30/2014,5492140657,DIANA ROSIO,SANTIAGO DE TUNJA,0,09/22/1949,1,11336
28822,03/31/2014,2860251061,ANDREA ,RIA¥O,0,01/07/1978,1,3623
28823,03/31/2014,2561188076,NELLY ,AURORA PULIDO,0,08/10/1974,1,16022
28824,03/31/2014,7930945415,DIEGO ALEJANDRO,PRIETO,0,11/30/1989,1,23606
28825,03/31/2014,473684157,ROBINSON ,PEÑA ESCUDERO,0,06/08/1961,1,2930
28826,03/31/2014,5406402383,DEISSY ,RODRÖGUEZ ,0,01/22/1972,1,10873
28827,03/31/2014,7595630520,LIBARDO ,CARVAJAL,0,06/09/1977,1,21084
28828,03/31/2014,7385480701,JULIO ,CESAR GARCIA,0,04/22/1941,1,12675
28829,03/31/2014,3834393664,JONATHAN,GARCIA ,0,03/04/1942,1,24381
28830,03/31/2014,5676509371,WILSON ,LANCHEROS,0,05/02/1979,1,27447
28831,03/31/2014,3380027473,JUAN FRANCISCO,LA RROTA,0,04/12/1987,1,6715
28832,03/31/2014,5369944643,JHON FREDY,BORDA ,0,03/02/1976,1,21056
28833,03/31/2014,1589914943,ENRIQUE,VALLESTEROS,2,06/09/1958,1,21069
28834,03/31/2014,4888619242,CARLOS ,COVERES,0,05/17/1994,1,16494
28835,03/31/2014,7546404413,JAIRO ALBERTO,CORTES,0,01/07/1973,1,7342
28836,03/31/2014,1771083252,GIOVANNI ,AMAYA,0,04/27/1977,1,22329
28837,03/31/2014,8669072943,ELKIN ,CARDENAS,0,05/12/1991,1,12798
28838,03/31/2014,7580127992,MARIA HILDA,CARVAJAL,0,01/27/1940,1,8403
28839,04/01/2014,3524401184,JUAN ,QUITIAN,0,09/01/1961,1,19537
28840,04/01/2014,288639722,MARTHA ,ROA,2,10/22/1968,1,8409
28841,04/01/2014,5506931330,MARIA ,CALDERON ACOSTA,0,06/18/1960,1,16178
28842,04/01/2014,9803679177,DAVID ,SIAUCHO,1,04/25/1982,1,12625
28843,04/01/2014,3567086708,CARLOS ,PACHECO,0,11/22/1971,1,5006
28844,04/01/2014,293583364,SEBASTIAN , RODRIGUEZ,0,09/05/1957,1,3961
28845,04/01/2014,8745235695,DANIEL ,MARQUEZ MARIÑO ,0,07/26/1944,1,1705
28846,04/01/2014,4284364375,LUIS ,FELIPE CASTRO,0,08/08/1970,1,4912
28847,04/01/2014,5645566183,GEOVANNY ALFREDO,MONTAÑEZ PEREZ,1,06/22/1966,1,17604
28848,04/01/2014,3756331039,AIDA MARCELA,BOLAÑOS,0,04/21/1949,1,6129
28849,04/01/2014,2748782110,JAIME,MARTINEZ,0,05/31/1968,1,26421
28850,04/01/2014,9209977038,CAREN ,BORDA,0,02/17/1961,1,9706
28851,04/01/2014,2829291116,YAQUELINE,RAMIREZ RAMIREZ,2,04/27/1995,1,5207
28852,04/01/2014,9744713829,PATRICIA ,BLANCO,0,05/25/1941,1,21014
28853,04/01/2014,7344943670,FRANCISCO,LEON  IVAÑES,0,09/22/1942,1,16085
28854,04/01/2014,5407578283,DAVID ,DIAZ,0,12/01/1990,1,24767
28855,04/01/2014,1219922147,DOMINGO ,CAMARGO,0,12/26/1946,1,15423
28856,04/01/2014,3959606473,CINDY ,AYUDB,2,11/05/1997,1,26734
28857,04/01/2014,2943437475,EMID ,ANDRADE,0,12/16/1967,1,5519
28858,04/01/2014,8956113338,ALEX ,TORRES,0,09/21/1997,1,16119
28859,04/02/2014,9596746460,RAIZA,ROMERO,2,09/02/1997,1,4964
28860,04/02/2014,8116325190,MIGUEL ANGEL,VARGAS SAENZ,1,10/21/1976,1,20605
28861,04/02/2014,8933273015,CLARA,MONTERO,2,11/05/1968,1,25313
28862,04/02/2014,9503774528,CAMILO A NDRES,VARGAS,2,02/20/1957,1,27436
28863,04/02/2014,7213109272,FERNANDO ,MESA,0,01/29/1986,1,10236
28864,04/02/2014,13937700,CAMILO ,ROJAS,0,07/31/1954,1,13170
28865,04/02/2014,5836229395,JORGE ,WILLIAM HENAO ,0,11/03/1966,1,529
28866,04/02/2014,8071338892,LYDA ,BERDUGO,0,04/22/1964,1,13637
28867,04/02/2014,6478212791,MONICA ,MERCHAN,0,02/06/1992,1,25393
28868,04/02/2014,3431531749,LEYDY ,BETANCOURT ,0,07/09/1941,1,23279
28869,04/02/2014,7580778027,FABIAN,PARADA,0,01/24/1949,1,24330
28870,04/02/2014,797889588,ALEXANDER ,BUITRAGO,1,10/14/1956,1,20409
28871,04/02/2014,8713280418,JORGE ESTEBAN,MAYORGA RUBIANO,0,10/18/1958,1,1782
28872,04/02/2014,3536210092,SANDRA ,SALAMANCA,0,03/27/1957,1,19123
28873,04/02/2014,5769376681,LINDAURA,CUERVO ARIAS,2,12/23/1945,1,11544
28874,04/02/2014,6359125277,NELSON,HERNANDEZ,1,12/26/1979,2,3221
28875,04/03/2014,9960223808,DARIO ,BUENAHORA,0,01/06/1972,1,11375
28876,04/03/2014,2457905646,ROSA ESTELLA,RAMIREZ SANDOVAL,2,04/22/1995,1,15304
28877,04/03/2014,8125449439,MARIA DEL CARMEN ,RODRIGUEZ NIÑO,2,09/10/1955,1,17915
28878,04/03/2014,3391144477,JAIRO,MONROY,2,01/15/1945,1,1893
28879,04/03/2014,3307590642,RONALD ,FONSECA,0,10/12/1953,1,1280
28880,04/03/2014,153883364,LEONOR ,GONZALEZ,0,12/06/1992,1,17490
28881,04/03/2014,9966941528,ELOY JOAQUIN,GUEVARA CIFUENTES,0,04/23/1968,1,24645
28882,04/03/2014,7655768030,OSCAR ,BARRETO,0,05/10/1965,1,14901
28883,04/03/2014,7601003387,INMOBILIAIRA ,PANQUEBA,0,09/16/1976,1,20243
28884,04/03/2014,9061729916,ENRIQUE ,DEL ROSARIO CORTES,0,10/04/1940,1,25800
28885,04/03/2014,495185432,RAUL ,MORENO,0,07/05/1954,1,968
28886,04/03/2014,7630324339,LABORATORIO ,CLINICO  ,0,11/15/1955,1,14267
28887,04/03/2014,2640945396,ALEJANDRO ,BOYACA ,0,08/09/1962,1,23442
28888,04/03/2014,5586037202,IVAN ,CANO,0,06/25/1984,1,3966
28889,04/03/2014,7407042490,LIZETH,MARTINEZ,2,07/28/1964,1,24893
28890,04/03/2014,4647313148,ACU¥A ,JAIRO ,0,08/04/1947,2,23312
28891,04/03/2014,1525706410,JULIAN  ALFONSO,SAAVEDRA ROJAS,1,01/20/1975,1,22002
28892,04/03/2014,8700594754,FERNANDO YESID ,ARDILA,1,08/26/1945,1,19894
28893,04/03/2014,3308459652,RAUL EDUARDO,GARCIA,1,03/05/1943,1,23576
28894,04/03/2014,7976060841,ALBA LUCIA,PUENTES ANGARITA,2,10/30/1956,1,26419
28895,04/04/2014,7172383325,NICOLAS,SALAMANCA,1,03/15/1982,1,27323
28896,04/04/2014,4604918662,HUGO ,REYES,0,09/05/1993,1,13922
28897,04/04/2014,6548904459,GERMAN ,ORJUELA,1,05/10/1966,1,16829
28898,04/04/2014,5717031771,INSUMENTARIA ,LOS ANDES,0,10/19/1946,1,24513
28899,04/04/2014,7838697868,RAFAEL ,ESTEBAN,0,07/25/1943,1,16199
28900,04/04/2014,6630332075,ELVER ,PATRIA,0,04/29/1976,1,2574
28901,04/04/2014,2495125841,SOLEDAD,SARMIENTO,0,09/19/1963,1,18531
28902,04/04/2014,4156515467,PABLO ,MARTIN,1,12/23/1947,1,24827
28903,04/04/2014,4424189270,PILAR ,BRRERA,0,05/07/1970,1,5418
28904,04/04/2014,770737635,ASTRID ,SOLARTE,0,10/20/1981,1,22733
28905,04/04/2014,5814186450,ALBERTO ,LOPEZ,1,12/21/1971,1,13856
28906,04/04/2014,5502979785,GIOVANA,ELENA SILVA,0,08/24/1955,1,3952
28907,04/04/2014,4447163645,FABIOLA ,CARO,0,12/09/1964,1,26183
28908,04/04/2014,7251553227,ROSA ,EMMA VILLA TORRES,0,07/14/1964,1,4457
28909,04/04/2014,7410092399,ELKIN JOAN ,VARGAS,0,09/01/1978,1,1267
28910,04/04/2014,4648241218,DIEGO,VEGA,1,01/14/1974,1,21651
28911,04/04/2014,5159046169,MAURICIO,BOHORQUEZ,2,03/07/1948,1,17305
28912,04/05/2014,1477531431,DEIBY ,RUIZ,0,04/26/1959,1,16298
28913,04/05/2014,9024713916,MONICA ,RISCANEVO,2,12/10/1950,1,20161
28914,04/05/2014,8683513278,CARLOS EDUARDO ,AREVALO BUITRAGO,1,07/12/1979,1,4768
28915,04/05/2014,8640012356,LILIANA ,RODRIGUEZ,0,04/05/1992,1,151
28916,04/05/2014,2742323965,JOSE MARIA,VARGAS,1,02/16/1966,1,11618
28917,04/05/2014,2246639043,ANGELA ,PEÑA ROJAS ,0,03/02/1948,1,7702
28918,04/05/2014,4352057386,CRISTIAM ,SUAREZ LEGUIZAMON,0,11/29/1973,1,19286
28919,04/05/2014,7664015590,ALICIA ,RUANO,0,01/10/1963,1,7890
28920,04/05/2014,3940027250,CLAUDIA ,BOLIVAR ,0,03/11/1989,1,3748
28921,04/05/2014,8854783325,SARA JULIA,REYES ORTIS,2,04/07/1949,1,5277
28922,04/05/2014,242140939,MARIA EUGENIA,ROJAS,0,07/30/1985,1,2308
28923,04/05/2014,6445948315,JHOSSMAN ,RODRIGUEZ,0,06/27/1941,1,10691
28924,04/05/2014,4285971237,CARLOS,RODRIGUEZ,1,07/06/1968,1,24304
28925,04/05/2014,8810603727,JUAN ,MUÑOZ,0,01/12/1970,1,16591
28926,04/05/2014,3480765432,JAVIER ,DUE¥AS ,0,10/08/1974,1,7051
28927,04/05/2014,9357972677,BRENDA ,VELANDIA VANEGAS,0,02/23/1986,1,10249
28928,04/05/2014,6293519327,LIBARDO ,BAYONA,0,11/19/1990,1,19346
28929,04/05/2014,9026129131,HAROLD ANDRES ,PUERTO  MORENO ,1,03/16/1987,1,4494
28930,04/05/2014,2773037426,NUBIA ,GONZALES,0,03/08/1943,1,24891
28931,04/06/2014,3707273951,MARIO ,CANARIA,0,04/28/1950,1,17376
28932,04/06/2014,5604796511,YEISON ANDRES,CONSICION ,1,11/27/1941,1,7790
28933,04/06/2014,3085017143,BRYAN ,YANQUEN,0,04/17/1949,1,12226
28934,04/06/2014,4029600940,ANDRES ,CUEVAS,0,09/07/1949,1,8945
28935,04/06/2014,3075825159,HUMBERTO,LOPEZ SANCHEZ,0,03/11/1966,1,15382
28936,04/06/2014,9759991522,LEIDY,ANGEL ROBERTO,0,09/12/1983,1,26391
28937,04/06/2014,5759389646,LUIS ,AVILA ,1,01/31/1973,1,28927
28938,04/06/2014,6602486289,EDINSON ,RAMIREZ ,0,03/13/1992,1,17327
28939,04/06/2014,5951221212,FABIO HENRIQUE,MARTINEZ CELY ,1,08/01/1947,2,22795
28940,04/06/2014,5498669710,VICTOR ENRIQUE,CASERES,0,06/03/1994,1,14598
28941,04/06/2014,9578318027,ORLANDO ,MALDONADO ,0,10/19/1945,1,16620
28942,04/06/2014,9006520080,CARLOS ALBERTO,OSORIO,0,01/21/1994,1,27832
28943,04/06/2014,2186626004,GERMAN ,AGUILAR,0,02/12/1947,1,21266
28944,04/06/2014,6511201932,LEON ,DARIO MEDINA,0,12/21/1992,1,19965
28945,04/06/2014,8706165628,FABIAN ,MOLINA,0,11/03/1991,1,12316
28946,04/06/2014,4399855189,FABIO ,CARREÑO,0,10/31/1992,1,5942
28947,04/06/2014,5088802596,FERNANDO ,MORALES,0,01/05/1981,1,4501
28948,04/06/2014,7671501109,JONATHAN ,GUTIERREZ,0,10/23/1969,1,14757
28949,04/06/2014,8002400486,JORGE,GONZALEZ,1,01/14/1949,2,10059
28950,04/06/2014,6233925855,EDWIN ,MEDINA,0,12/27/1997,1,28464
28951,04/06/2014,323781761,MARTHA ISABEL ,NARANJO,0,09/26/1983,1,14293
